,t_Mean_MAE,t_Mean_MSE,t_Mean_R2,t_Std_MAE,t_Std_MSE,t_Std_R2,v_Mean_MAE,v_Mean_MSE,v_Mean_R2,v_Std_MAE,v_Std_MSE,v_Std_R2
81,4.4354552251998935,96.86502962937489,0.26557488058949563,1.058346583627725,57.721031210220694,0.18342552239897994,4.14689315799138,94.81655117035864,0.15769668819739407,0.6555706231461647,52.34724566608173,0.04889556072356056
243,3.3856739213458047,42.26082187665742,0.5043206955235453,0.3195958193515488,8.992719374166844,0.08515875186340904,3.8376893645445094,79.29171188090403,0.32008959585752417,0.25007811191892637,33.22125040809639,0.10409948493267936
729,3.0734817485108623,46.950660938073554,0.5756314199123634,0.4906006014669546,23.12794993402836,0.10313395528153625,3.5572602288134663,54.55878597611131,0.45912377074275906,0.11420321198469958,10.07965939322822,0.06185188621159993
2187,2.7278465178595184,40.09204933636894,0.666023878658214,0.14442802335519192,25.455646584524896,0.1257271798498844,3.228561063287832,78.96435833009954,0.4520087627884877,0.2807912332313051,39.37205414203294,0.11173695452951055
3356,2.762047551362488,32.10339377313112,0.7003826566108706,0.10423871434189044,4.325138182517131,0.05193065012146475,3.3489584037988704,80.79952252807115,0.4759844980319148,0.2374697320984069,31.440084410102145,0.10008899058945626
