,t_Mean_MAE,t_Mean_MSE,t_Mean_R2,t_Std_MAE,t_Std_MSE,t_Std_R2,v_Mean_MAE,v_Mean_MSE,v_Mean_R2,v_Std_MAE,v_Std_MSE,v_Std_R2
81,15.361966902278448,728.3200746540767,0.6267118580577451,3.7845569161924777,399.2530357100232,0.15019409783637866,20.65431800090339,932.7084158513508,0.4409169437941894,1.1964195808736524,144.46583433983432,0.06602803775574642
243,15.524972559789296,586.9092686026463,0.6834071269017199,1.817820298118711,254.6821755867882,0.11814151071101377,18.870868677484356,857.4394258442983,0.5359245105523935,0.5207943751206838,158.8702916477224,0.026302761015531265
729,12.592429536404742,392.713115983648,0.7779850230170455,1.1055367167148633,100.40306136222999,0.03432521703013864,16.01554764383848,785.4429673692824,0.6275105039396914,0.7967945267919904,252.57968792062408,0.07540800716949096
2187,12.258386064656511,398.41332510184463,0.761866846812324,1.1442510030815667,97.45067134942852,0.02253896329545152,13.998835009171264,526.782659402923,0.7068813792937524,0.5047411271391055,97.64402194142811,0.04262557235032215
3363,12.854039056444481,471.8268090782067,0.7528152405245235,0.7559702522585452,117.43438294616281,0.033043757028823145,13.930755272974036,619.0258317279129,0.663146900764604,0.6845336851866225,174.10838593791226,0.048292172949092896
