,t_Mean_MAE,t_Mean_MSE,t_Mean_R2,t_Std_MAE,t_Std_MSE,t_Std_R2,v_Mean_MAE,v_Mean_MSE,v_Mean_R2,v_Std_MAE,v_Std_MSE,v_Std_R2
81,27.183379941134593,1366.324103412931,0.7276689815535468,3.699103922407093,524.8235111526319,0.07947255830750805,43.40566856050414,3255.7814363613115,0.27952560165297663,3.670839978117203,476.6308807109006,0.11513489401164843
243,19.937015468538213,877.1171155255386,0.811805758724487,9.362717234584512,636.1655977687216,0.13261171502493763,36.95996716060044,2615.709268402894,0.4506468546243396,2.5586720143722643,252.4888572603915,0.030107469247170823
729,15.319626013820004,500.4532885488682,0.8917398025958014,1.2565211163273526,95.21267055434899,0.020911714848665663,28.536640846083806,1613.1428513391947,0.6774865381355435,1.1784802445887357,169.78317356895857,0.025417305034093417
2187,11.470485554135097,288.33447906933424,0.9406120382853471,1.808841529916607,104.74771413274891,0.01640020490431308,22.082845567386887,1013.5571352080212,0.7777232047438122,1.2991384521261353,138.6035212342025,0.024871836215485395
3363,13.163256934232754,355.78088769821017,0.9193597346465404,1.9233844318845998,96.95676638235308,0.022473786166731943,20.427230535067594,863.1841865258396,0.8122929924561259,1.0762566102869626,114.4989362443142,0.013313238503989033
