,t_Mean_MAE,t_Mean_MSE,t_Mean_R2,t_Std_MAE,t_Std_MSE,t_Std_R2,v_Mean_MAE,v_Mean_MSE,v_Mean_R2,v_Std_MAE,v_Std_MSE,v_Std_R2
81,3.7636716253574436,82.08505400117176,0.47397177001254753,2.078268625406014,74.7628297501225,0.3729708302762798,4.417064985465855,103.84431738510027,0.07042518745741884,0.7023351281068122,58.67935300856212,0.10288233338123019
243,3.0857382218953004,46.86708685316413,0.5025268691078505,0.6947514564938684,32.6519896030797,0.22194743779634357,4.163119192166758,89.80297836532671,0.18520368540869142,0.1882989966820634,29.26671979484426,0.1231363418789865
729,2.7825490069058074,34.72481307984389,0.6658837092702656,0.9509984931572257,18.266592335825976,0.150129666809454,3.9490937547825227,60.363371095520094,0.3959598055808212,0.14241689084926354,9.690211807288916,0.06100734775211433
2187,2.115765542208285,18.27239970940241,0.8055728703646675,0.11161073210731483,8.85830121519958,0.05020568219133312,3.4704327295980995,83.42818154395744,0.4034130089263928,0.2591291620578528,36.93491632067568,0.07079478477377796
3356,1.9948567523450946,12.367960917193415,0.874950605152392,0.20301931120289962,2.709852291933685,0.027483402132404917,3.485183096423751,74.26256420221927,0.519867952944863,0.1611860233205975,29.822657304128327,0.10465179515444507
