,t_Mean_MAE,t_Mean_MSE,t_Mean_R2,t_Std_MAE,t_Std_MSE,t_Std_R2,v_Mean_MAE,v_Mean_MSE,v_Mean_R2,v_Std_MAE,v_Std_MSE,v_Std_R2
81,16.55611098482011,826.736655050383,0.5794196122335917,3.8328405136329535,499.8618594926624,0.1731558761920489,22.398518336296984,1044.431153854927,0.3748666147318622,1.2973860252330611,142.6796404515042,0.05468740147835116
243,16.765207434823374,663.8113867339332,0.6306459786486396,1.2542978486516327,123.31995198365814,0.06893928947587763,20.239443157589953,981.8787613587126,0.47033439794807874,1.1829634821929431,223.3250706230447,0.05863383295145822
729,14.620086163345064,474.05229770874837,0.71324470049139,0.5723296691076889,30.453686357480084,0.02511710498102931,17.51964449021866,879.8913774218075,0.5788532423307173,0.6431001806472523,244.3100215707868,0.06069370446803982
2187,13.695904151326022,473.23575695904765,0.7202365522190851,0.5220382252726403,76.67186054692841,0.014655438343783352,14.984270514277693,576.7068128800344,0.6787043507594654,0.4133756417411041,89.36305650241685,0.03813580323524188
3363,13.98481811551172,527.850335380285,0.7164581838693896,0.8061693576968018,127.50708027478565,0.045787469106561354,14.837840719887168,672.4910059596687,0.6322810102886457,0.4462211865382473,168.90875223837617,0.048523159222699404
