,t_Mean_MAE,t_Mean_MSE,t_Mean_R2,t_Std_MAE,t_Std_MSE,t_Std_R2,v_Mean_MAE,v_Mean_MSE,v_Mean_R2,v_Std_MAE,v_Std_MSE,v_Std_R2
81,5.339336062472339,118.71983036931074,0.0708266386171044,1.7297151436293894,76.47411026646596,0.24735373444422237,5.0969079364961045,120.679722799225,-0.09634536629216961,0.7302473110745706,62.311205956459844,0.06855892288061846
243,3.988022665599138,56.883116766780994,0.3895737786752759,0.3206120567384286,14.460773307135824,0.09521178166290642,4.5891434341983235,97.03160094731095,0.14520939590567067,0.2748420322442848,34.754629121017054,0.07921897497787662
729,3.640552382617879,54.04085201546964,0.46022198356339494,0.314354273442668,20.503945245580955,0.07418299916573978,4.267088808895752,68.44586329630837,0.317227112740027,0.13571330939631032,13.33632307126274,0.04916644576265727
2187,3.2641107149661983,64.23584383259859,0.5399141630549931,0.34807737329400606,22.62700370933058,0.09962937168688733,3.773179908584324,90.15541865793777,0.36953713044086517,0.39455083255158374,42.438477548143666,0.10114517744941134
3356,3.369560274596119,49.27448626262602,0.5471854227999968,0.16116493148414454,15.122540403276831,0.06936714016062866,3.7926513675638915,94.45864798201552,0.39547991378242164,0.27053318076477034,35.51855815232436,0.10102539410273025
