,t_Mean_MAE,t_Mean_MSE,t_Mean_R2,t_Std_MAE,t_Std_MSE,t_Std_R2,v_Mean_MAE,v_Mean_MSE,v_Mean_R2,v_Std_MAE,v_Std_MSE,v_Std_R2
81,22.808082339368347,2392.622355744564,0.9448798732475066,11.779306151018098,3168.6481569693096,0.05507310407661501,102.21175160485505,22431.928096736705,0.33672975080321316,5.217057706157999,3168.852485357762,0.10787368709121384
243,43.49235638942449,5329.692446890741,0.8586591946681331,5.073597242929196,1920.4659337966314,0.05154689377424287,78.60657047435048,15644.390804569251,0.5875476594445939,2.4129270801374667,2406.339664333665,0.02161119788950701
729,54.39799858984581,7341.612053542311,0.7927505865878203,5.289917980047332,1661.0409177339923,0.046918139624692566,69.99246955988703,15079.145747310957,0.6346102621264256,5.876625715808646,6191.78894461527,0.06825272383913181
2187,27.26720331581288,2522.426471659065,0.9342655230826027,13.000478209209163,2536.2981169210743,0.05924136129400227,58.26251249557506,8898.127951022936,0.7538259168923149,1.4389630383337106,1734.3986423195906,0.042970432471969015
3363,28.268928523541415,2032.7905715198963,0.9403245475796707,6.137112551554124,824.393537127991,0.02515669213593663,54.026282750183384,7149.082253651829,0.8086132949384757,1.997901277664641,1137.3581971614187,0.019144181392304508
